variant,winner_model,feature,importance_mean_raw,importance_mean_nonneg,importance_rank,ablation_delta_auc_mean_raw,ablation_delta_auc_oof_raw,ablation_delta_auc_mean,ablation_delta_auc_oof,importance_score,rank_score,ablation_score,joint_topk_score,cross_variant_consistency,stability_score,functional_consistency_score,winner_diag_signal_score,winner_diag_effect_score,winner_model_reliability_score,FRS_raw,FRS,FRS_rank,interpretability_gap,feature_class,complete_case_flag,unresolved_flag,contradiction_class,contradiction_abs,contradiction_signed,contradiction_score,importance_excess_flag,hidden_impact_flag,reliable_high_impact_flag
FULL,LR_L1,crt_d_device,0.0,0.0,8.0,0.3366666666666668,0.3368749999999999,0.3366666666666668,0.3368749999999999,0.0,0.0,0.7512626262626263,0.0,0.97247082439842,0.4862354121992099,0.3756313131313131,1.0,0.8931236178441233,0.9465618089220617,0.2872889084435077,0.4309333626652615,11.0,-0.3756313131313131,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.7512626262626263,-0.7512626262626263,0.7353887034797012,0.0,1.0,0.0
FULL,LR_L1,cad,0.0,0.0,8.0,0.3361904761904764,0.3287499999999999,0.3361904761904764,0.3287499999999999,0.0,0.0,0.7500000000000002,0.0,0.97247082439842,0.4862354121992099,0.3750000000000001,1.0,0.8931236178441233,0.9465618089220617,0.28707847073307,0.430617706099605,12.0,-0.3750000000000001,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.7500000000000002,-0.7500000000000002,0.734045498928837,0.0,1.0,0.0
FULL,LR_L1,tnfalfa_pg_ml,0.0038095238095238,0.0038095238095238,3.0,,,,,0.0197271083347032,0.7142857142857143,,0.0,0.965755020671714,0.8400203674787142,0.0,1.0,0.8931236178441233,0.9465618089220617,0.2865824919378058,0.4298737379067087,13.0,0.0197271083347032,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,kwas_moczowy,0.0,0.0,8.0,0.3347619047619049,0.3218749999999999,0.3347619047619049,0.3218749999999999,0.0,0.0,0.7462121212121214,0.0,0.97247082439842,0.4862354121992099,0.3731060606060607,1.0,0.8931236178441233,0.9465618089220617,0.2864471576017569,0.4296707364026353,14.0,-0.3731060606060607,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.7462121212121214,-0.7462121212121214,0.7300158852762435,0.0,1.0,0.0
FULL,LR_L1,bb,0.0,0.0,8.0,0.3338095238095238,0.3274999999999998,0.3338095238095238,0.3274999999999998,0.0,0.0,0.7436868686868683,0.0,0.97247082439842,0.4862354121992099,0.3718434343434341,1.0,0.8931236178441233,0.9465618089220617,0.2860262821808814,0.4290394232713221,15.0,-0.3718434343434341,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.7436868686868683,-0.7436868686868683,0.727329476174514,0.0,1.0,0.0
FULL,LR_L1,klop,0.0,0.0,8.0,0.3142857142857145,0.3162499999999999,0.3142857142857145,0.3162499999999999,0.0,0.0,0.6919191919191923,0.0,0.97247082439842,0.4862354121992099,0.3459595959595961,1.0,0.8931236178441233,0.9465618089220617,0.2773983360529353,0.416097504079403,16.0,-0.3459595959595961,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.6919191919191923,-0.6919191919191923,0.6722580895890718,0.0,1.0,0.0
FULL,LR_L1,stymulator,0.0,0.0,8.0,0.3128571428571429,0.3212499999999999,0.3128571428571429,0.3212499999999999,0.0,0.0,0.6881313131313131,0.0,0.97247082439842,0.4862354121992099,0.3440656565656566,1.0,0.8931236178441233,0.9465618089220617,0.2767670229216222,0.4151505343824333,17.0,-0.3440656565656566,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.6881313131313131,-0.6881313131313131,0.6682284759364782,0.0,1.0,0.0
FULL,LR_L1,wrodzona_wada_serca,0.0,0.0,8.0,0.2990476190476191,0.334375,0.2990476190476191,0.334375,0.0,0.0,0.6515151515151514,0.0,0.97247082439842,0.4862354121992099,0.3257575757575757,1.0,0.8931236178441233,0.9465618089220617,0.2706643293189285,0.4059964939783928,18.0,-0.3257575757575757,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.6515151515151514,-0.6515151515151514,0.6292755439614086,0.0,0.0,0.0
FULL,LR_L1,cukrzyca_dm,0.0,0.0,8.0,0.2957142857142858,0.2781249999999999,0.2957142857142858,0.2781249999999999,0.0,0.0,0.6426767676767677,0.0,0.97247082439842,0.4862354121992099,0.3213383838383838,1.0,0.8931236178441233,0.9465618089220617,0.2691912653458646,0.4037868980187969,19.0,-0.3213383838383838,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.6426767676767677,-0.6426767676767677,0.6198731121053576,0.0,0.0,0.0
FULL,LR_L1,ile_lat_1,0.0,0.0,8.0,0.2723809523809524,0.3087499999999999,0.2723809523809524,0.3087499999999999,0.0,0.0,0.5808080808080806,0.0,0.97247082439842,0.4862354121992099,0.2904040404040403,1.0,0.8931236178441233,0.9465618089220617,0.2588798175344167,0.3883197263016251,20.0,-0.2904040404040403,LOW_SIGNAL,1,0,LOW_EVIDENCE,0.5808080808080806,-0.5808080808080806,0.5540560891129985,0.0,0.0,0.0
FULL,LR_L1,nadcisnienie_tetnicze_nt,0.0,0.0,8.0,0.3114285714285715,0.345,0.3114285714285715,0.345,0.0,0.0,0.6843434343434343,0.0,0.6896168963769093,0.3448084481884546,0.3421717171717171,1.0,0.8931236178441233,0.9465618089220617,0.2289933884533905,0.3434900826800858,21.0,-0.3421717171717171,HIDDEN_SIGNAL,1,0,LATENT_DEPENDENCE,0.6843434343434343,-0.6843434343434343,0.6641988622838847,0.0,1.0,0.0
FULL,LR_L1,wbc_przyjecie,0.0001904761904761,0.0001904761904761,7.0,,,,,0.0009863554167346,0.1428571428571429,,0.0,0.9807571791689718,0.5618071610130573,0.0,1.0,0.8931236178441233,0.9465618089220617,0.1875978388099306,0.2813967582148959,22.0,0.0009863554167346,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,hdl,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.9750673524737852,0.4875336762368925,0.0,1.0,0.8931236178441233,0.9465618089220617,0.1625112254122975,0.2437668381184462,23.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,ace_i,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,czy_pali,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,gfr_min,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,hb_przyjecie,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,hba1c,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,ht_przyjecie,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,ile_lat_pali,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,krwawienie,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,leukocytoza_przyjecie_10000,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,mpv_przyjecie,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,nabyta_wada_serca,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,noac,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,obwod_bioder,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,otylosc_bmi_30,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,p_lcr_przyjecie,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,pct_przyjecie,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,pdw_przyjecie,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,plt_przyjecie,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,rbc_przyjecie,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,trijglicerydy_tg,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,wzrost_cm,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,zaburzenia_homeostazy_glukozy_6,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,zapalenie_miesnia_serca,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.97247082439842,0.4862354121992099,0.0,1.0,0.8931236178441233,0.9465618089220617,0.16207847073307,0.243117706099605,24.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,ldl,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.9261995498349528,0.4630997749174763,0.0,1.0,0.8931236178441233,0.9465618089220617,0.1543665916391587,0.2315498874587381,25.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,il_6_pg_ml,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.9246551055052002,0.4623275527526001,0.0,1.0,0.8931236178441233,0.9465618089220617,0.1541091842508667,0.2311637763763,26.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,cholesterol_calkowity_tc,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.9225958463988636,0.4612979231994318,0.0,1.0,0.8931236178441233,0.9465618089220617,0.1537659743998106,0.2306489615997159,27.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,non_hdl_calkowity_hdl,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.9225958463988636,0.4612979231994318,0.0,1.0,0.8931236178441233,0.9465618089220617,0.1537659743998106,0.2306489615997159,27.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,wyniki_klotho_pg_ml,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.9225958463988636,0.4612979231994318,0.0,1.0,0.8931236178441233,0.9465618089220617,0.1537659743998106,0.2306489615997159,27.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,zaburzenia_rytmu,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.6137590377754387,0.3068795188877193,0.0,1.0,0.8931236178441233,0.9465618089220617,0.1022931729625731,0.1534397594438596,28.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,waga_kg,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.2137812378768435,0.1068906189384217,0.0,1.0,0.8931236178441233,0.9465618089220617,0.0356302063128072,0.0534453094692108,29.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
FULL,LR_L1,wiek_w_momencie_zbiorki,0.0,0.0,8.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.8931236178441233,0.9465618089220617,0.0,0.0,30.0,0.0,UNRESOLVED,0,1,UNRESOLVED,,,,,,
